Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,Relative_Delta,Relative_Theta,Relative_Alpha,Relative_Beta,Relative_Gamma
9.930550888674537,10.496723041480239,1208.2258399565274,47.14821217539177,15.142161714982452,0.00769247529632337,0.00813104767239277,0.9359246561885022,0.03652228979951613,0.011729531043265524
8.612737914322473,8.905721686167276,1222.633224361848,49.75817338026263,18.604335351224627,0.006582074510473223,0.006805980199445263,0.9343675683370506,0.03802646823251186,0.014217908720519163
13.546893684138544,9.789650216375975,1212.350472622453,45.932489047403635,16.99930449776858,0.010431770723718167,0.00753850948444394,0.9335691607291903,0.035370263152890505,0.013090295909757084
9.962732123183027,8.120396075068207,1248.0385802441365,48.353826139904385,16.91816708989134,0.007482934695177083,0.006099169663240315,0.9373925824319614,0.03631820255659441,0.012707110653026765
8.03860812872079,6.24063160053899,1247.0553765132108,43.79171420979155,22.3062077505132,0.006055756430081444,0.0047012796665269665,0.9394491551349282,0.03298978512993331,0.01680402363852991
10.845164571233305,9.654442524677693,1275.0813093850388,54.931517666385375,18.79709815277713,0.00792017021382742,0.007050591774133449,0.9311855934013746,0.040116216509581706,0.013727428101082817
10.330982908901177,12.95093058401184,1175.8347967335922,59.45586930890168,16.60186183269289,0.008101623255416999,0.010156203076119641,0.9220972116348813,0.04662567518614403,0.01301928684743807
5.95624159767052,6.257605018207551,1228.754798017043,41.37320885117953,14.862528933347827,0.00459159842381242,0.004823916032835151,0.9472329994192249,0.031894132807412434,0.011457353316715031
12.582088377328782,5.945434081258677,1127.2428421334434,41.77374592445205,14.216200988963289,0.010469715347453262,0.004947271119155887,0.9379930684525147,0.03476046389992863,0.011829481180947506
10.668694572629601,9.56466078763081,1214.2140449054787,53.196439930456165,22.797905404844467,0.008141296328847003,0.007298806543471292,0.9265685017906494,0.04059428059967472,0.0173971147373576
8.440747322073445,6.375891934409786,1194.2545466035788,51.29695203401399,12.97248328228471,0.006628821213820667,0.005007216316180578,0.9378908728288907,0.040285333854050705,0.010187755787057383
11.786100163143676,5.495092174947777,1211.313621629864,48.30309102105682,16.85190216708032,0.009110030469532404,0.004247414874617088,0.9362811997572862,0.03733572809354552,0.013025626805018812
12.711536492459523,5.608787970376127,1180.4033689833552,55.254218459532346,19.853545707917338,0.009978978314975006,0.004403084832653976,0.9266558475441399,0.0433763965627321,0.015585692745499001
6.687632010202348,9.109066720600921,1192.062034830098,45.07957839888583,13.903911465178966,0.005278977828921765,0.007190371896489322,0.9409711902460148,0.03558420896093211,0.010975251067642114
8.427948115531725,12.389024084335496,1265.7211767631109,51.615126981179415,15.929399386775469,0.006224101577454984,0.009149385270221896,0.9347443843883263,0.038118150332707615,0.011763978431289198
13.026110628505954,14.798065501721652,1144.9015141701298,47.243365484596204,19.499718395158293,0.010509430249360265,0.011939038570382969,0.9237033945671309,0.03811581741205777,0.015732319201068247
8.75976384760562,12.399713443658747,1216.9235176726534,53.299911643270605,26.831247038874423,0.0066451750828019065,0.009406448420662336,0.9231607127770184,0.040433423883249775,0.020354239836267562
7.64260561441457,6.943179685702746,1239.4388226468377,50.27474453898516,19.125416868636137,0.005774869710306093,0.005246372779533874,0.9365389339443163,0.03798836602061162,0.014451457545232017
10.339330867485586,7.363178417079781,1205.8232783612991,40.72124860855969,20.917875087194616,0.00804513940292073,0.005729364653593878,0.9382634615370156,0.031685621237549706,0.01627641316891999
10.501541233930313,6.831327821521464,1312.7040859616852,45.09926718592557,13.486350175052554,0.007562559793296226,0.004919499335101782,0.9453282065792622,0.03247769990422225,0.009712034388117585
14.427631393218796,8.652099051892106,1186.6872951790358,47.07701067200981,16.16255295144553,0.011333508809051885,0.006796586227417599,0.9321925787363091,0.036980963861180174,0.012696362366041046
14.717378099823152,11.464034737394872,1220.5060995150302,51.36700267126065,15.996869914390258,0.0112000019698763,0.008724190597719016,0.9288115468731918,0.03909055860375521,0.01217370195545759
7.705470136581463,7.714928175643905,1246.1570840276434,44.89907573974785,13.686141630723387,0.005836757952843341,0.005843922250898814,0.9439420491891384,0.034010259303341374,0.010367011303778161
12.13778884757313,13.358235110985579,1263.5938589445327,42.19910305272493,16.61805655795539,0.009004915372307002,0.0099103533772427,0.9374488144137895,0.03130713151704137,0.012328785319619399
12.318329321179068,13.740817572881099,1243.143327004054,56.200001329370764,21.028037218027325,0.009148878614467355,0.010205367039643025,0.9232881426209969,0.04173999386518291,0.015617617859709856
8.915532873041245,8.992612623289837,1244.0825459519604,51.87000027725003,14.624353213233855,0.006711052493219543,0.0067690732820438115,0.936467106416915,0.03904447436187775,0.011008293445943784
10.688990288342234,14.66503801337699,1213.820843562555,49.275330414363665,14.888333689526903,0.008201238583344797,0.011251902409594061,0.9313166227076123,0.03780700796801059,0.011423228331438337
11.055397490285314,10.143913997430396,1161.576018731281,39.70581011438462,16.656689531131125,0.008921846483771796,0.008186267704004754,0.9374066312367269,0.03204309412353754,0.01344216045195906
7.209754931877194,8.29937156122771,1229.399135086241,53.77697237416896,19.202241874719892,0.005470690832194288,0.0062974811684980295,0.9328559210365188,0.04080543548710218,0.014570471475686587
6.585187607993274,8.35707214340744,1204.3339940998765,43.80594932882321,17.0650218431413,0.005144086148273857,0.0065282117400642815,0.9407777250604993,0.03421946200604222,0.013330515045120277
10.715210970993887,11.346376111108318,1193.4802781421697,42.665507508552075,13.508212129146365,0.008425791976243569,0.008922101959094755,0.9384805001597175,0.033549567227473195,0.01062203867747089
13.239200380273054,8.349110501838094,1192.7821536123643,53.83211449974506,15.39210668826321,0.01031415954580227,0.006504475746874018,0.9292513960340724,0.04193856137003456,0.011991407303216801
10.472826650138831,6.609436908488007,1161.457464363639,44.21628723545923,17.104359473208856,0.008446779060308504,0.005330791308219218,0.9367647261969857,0.03566231177330832,0.013795391661178191
11.142279088183077,13.661309262754855,1223.142568483181,45.643451480483215,16.167025242566275,0.008507136976983088,0.010430418073663121,0.9338701077323409,0.03484880344260609,0.012343533774406812
13.350985392312209,10.304219573324795,1235.775046858133,45.9959223619031,21.104818234558884,0.010064586103603638,0.007767794067536207,0.9315839991069366,0.03467383922782261,0.015909781494101032
9.980144402404562,10.182712837004111,1181.3777064985695,39.02537489896493,15.174192459147662,0.007947619220939646,0.008108933197918892,0.9407819956087469,0.031077588374038085,0.012083863598356654
11.581210481130245,8.892777522698632,1173.6520267741698,45.992879555933385,13.179652586415571,0.009240583985027376,0.007095498151298666,0.9364504807398937,0.036697464996627356,0.010515972127152872
13.092119921446923,7.538778402420641,1232.233910861518,52.85628656557888,21.796450928833497,0.009862106873232003,0.005678854054528758,0.9282241985753107,0.03981588544556391,0.016418955051364665
16.562611566594835,15.334902707214244,1253.8656056214131,53.66596557128697,12.121013782189651,0.012254530243312236,0.011346159284615957,0.9277241045806688,0.039706974681233694,0.00896823121016934
10.464100084065803,11.483826799431618,1234.9679149950314,45.96462489612305,16.529179002047737,0.007930895546777573,0.008703761440724808,0.9360003687619246,0.034837266078242855,0.012527708172329958
7.840387949852812,11.707112275047873,1223.9229076719685,43.34525610547562,22.80617842464437,0.005986757165964046,0.008939307436528604,0.934562075876649,0.033097536022420236,0.017414323498438296
5.93941629374039,6.2602999485092035,1205.5798802262589,45.015027735956174,15.758544696185997,0.004645419868496614,0.004896393908977639,0.9429251043684502,0.03520778707596637,0.012325294778109072
9.287667398373141,13.323322769188012,1172.440839237695,61.233602123501285,16.44917480348789,0.0072974109073204625,0.010468264713554887,0.9211982084909469,0.048111838728078365,0.01292427716009936
